invoice_id,split,label_is_erroneous,label_error_categories,audit_decision,decision_comparison,requires_review,audit_violations,audit_uncertainty,label_expected_total_cents,audit_expected_total_cents,amount_comparison,amount_difference_cents,audit_record_count,label_ambiguity_sensitive
INV-H1-000044,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2903025,,audit_amount_unresolved,,1,0
INV-H1-000045,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,3413000,,audit_amount_unresolved,,1,0
INV-H1-000046,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2468085,,audit_amount_unresolved,,1,0
INV-H1-000047,development,0,,correct,true_negative,False,,,716400,716400,exact,0,1,0
INV-H1-000048,held_aside,0,,review,review_label_correct,True,,service_match_unresolved,1133650,,audit_amount_unresolved,,1,0
INV-H1-000049,development,1,daily_cap_exceeded|premium_incorrectly_applied,erroneous,true_positive,True,daily_cap|line_amount|unit_price,service_match_unresolved|volume_discount_uncertain,2706610,,audit_amount_unresolved,,1,0
INV-H1-000050,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3415025,,audit_amount_unresolved,,1,0
INV-H1-000051,development,0,,correct,true_negative,False,,,1504500,1504500,exact,0,1,0
INV-H1-000052,development,0,,review,review_label_correct,True,,volume_discount_uncertain,5011000,,audit_amount_unresolved,,1,0
INV-H1-000053,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,4593070,,audit_amount_unresolved,,1,0
INV-H1-000054,development,0,,correct,true_negative,False,,,735320,735320,exact,0,1,0
INV-H1-000055,development,0,,correct,true_negative,False,,,2246625,2246625,exact,0,1,0
INV-H1-000056,held_aside,0,,correct,true_negative,False,,,4406950,4406950,exact,0,1,0
INV-H1-000057,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,5416708,,audit_amount_unresolved,,1,0
INV-H1-000058,development,0,,review,review_label_correct,True,,volume_discount_uncertain,6086853,,audit_amount_unresolved,,1,0
INV-H1-000059,development,0,,correct,true_negative,False,,,2717295,2717295,exact,0,1,0
INV-H1-000060,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,4774375,,audit_amount_unresolved,,1,0
INV-H1-000061,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,3528885,,audit_amount_unresolved,,1,0
INV-H1-000062,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,2191605,,audit_amount_unresolved,,1,0
INV-H1-000063,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,4216210,,audit_amount_unresolved,,1,0
INV-H1-000064,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,2719375,,audit_amount_unresolved,,1,0
INV-H1-000065,development,0,,review,review_label_correct,True,,volume_discount_uncertain,4163140,,audit_amount_unresolved,,1,0
INV-H1-000066,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,2090085,,audit_amount_unresolved,,1,0
INV-H1-000067,development,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,3920858,,audit_amount_unresolved,,1,0
INV-H1-000068,development,1,duplicate_invoice_id,erroneous,true_positive,True,invoice_arithmetic|invoice_identifier|record_join|service_date,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,2182165,,audit_amount_unresolved,,2,0
INV-H1-000069,development,1,invoice_total_mismatch|line_total_arithmetic|malformed_service_date,erroneous,true_positive,True,invoice_arithmetic|line_amount|line_arithmetic|service_date,delivered_quantity_or_duplicate_identity_uncertain|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|volume_discount_uncertain,1703845,,audit_amount_unresolved,,1,0
INV-H1-000070,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,3435390,,audit_amount_unresolved,,1,0
INV-H1-000071,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,4095286,,audit_amount_unresolved,,1,0
INV-H1-000072,development,1,service_date_after_invoice_date|unit_price_mismatch,erroneous,true_positive,True,line_amount|service_date|unit_price,invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review,978225,,audit_amount_unresolved,,1,0
INV-H1-000073,development,0,,review,review_label_correct,True,,volume_discount_uncertain,998330,,audit_amount_unresolved,,1,0
INV-H1-000074,development,0,,review,review_label_correct,True,,service_match_unresolved,2893525,,audit_amount_unresolved,,1,0
INV-H1-000075,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved,6543958,,audit_amount_unresolved,,1,0
INV-H1-000076,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,5202589,,audit_amount_unresolved,,1,0
INV-H1-000077,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,2125563,,audit_amount_unresolved,,1,0
INV-H1-000078,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved,4555925,,audit_amount_unresolved,,1,0
INV-H1-000079,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,917295,,audit_amount_unresolved,,1,0
INV-H1-000080,development,0,,correct,true_negative,False,,,1774490,1774490,exact,0,1,0
INV-H1-000081,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2222295,,audit_amount_unresolved,,1,0
INV-H1-000082,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3250327,,audit_amount_unresolved,,1,0
INV-H1-000083,held_aside,0,,correct,true_negative,False,,,1732620,1732620,exact,0,1,0
INV-H1-000084,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,1691000,,audit_amount_unresolved,,1,0
INV-H1-000085,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,2377573,,audit_amount_unresolved,,1,0
INV-H1-000086,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,2623517,,audit_amount_unresolved,,1,0
INV-H1-000087,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review,3649802,,audit_amount_unresolved,,1,0
INV-H1-000088,held_aside,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,2198135,,audit_amount_unresolved,,1,0
INV-H1-000089,development,0,,review,review_label_correct,True,,volume_discount_uncertain,5768078,,audit_amount_unresolved,,1,0
INV-H1-000090,development,0,,correct,true_negative,False,,,5789172,5789172,exact,0,1,0
INV-H1-000091,development,0,,review,review_label_correct,True,,volume_discount_uncertain,4143318,,audit_amount_unresolved,,1,0
INV-H1-000092,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,4326055,,audit_amount_unresolved,,1,0
INV-H1-000093,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1480030,,audit_amount_unresolved,,1,0
INV-H1-000094,development,0,,review,review_label_correct,True,,volume_discount_uncertain,6420201,,audit_amount_unresolved,,1,0
INV-H1-000095,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3862246,,audit_amount_unresolved,,1,0
INV-H1-000096,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3535769,,audit_amount_unresolved,,1,0
INV-H1-000097,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1908619,,audit_amount_unresolved,,1,0
INV-H1-000098,development,0,,correct,true_negative,False,,,1485218,1485218,exact,0,1,0
INV-H1-000099,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,2059682,,audit_amount_unresolved,,1,0
INV-H1-000100,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2752722,,audit_amount_unresolved,,1,0
INV-H1-000101,held_aside,0,,correct,true_negative,False,,,1653025,1653025,exact,0,1,0
INV-H1-000102,held_aside,1,unit_price_mismatch|volume_discount_incorrectly_applied,erroneous,true_positive,True,unit_price,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,2663314,,audit_amount_unresolved,,1,0
INV-H1-000103,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,1299446,,audit_amount_unresolved,,1,0
INV-H1-000104,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,4209755,,audit_amount_unresolved,,1,0
INV-H1-000105,development,0,,review,review_label_correct,True,,service_match_unresolved,803700,,audit_amount_unresolved,,1,0
INV-H1-000106,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,4038195,,audit_amount_unresolved,,1,0
INV-H1-000107,development,0,,review,review_label_correct,True,,service_match_unresolved,2969100,,audit_amount_unresolved,,1,0
INV-H1-000108,development,0,,review,review_label_correct,True,,service_match_unresolved,1088200,,audit_amount_unresolved,,1,0
INV-H1-000109,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,4890475,,audit_amount_unresolved,,1,0
INV-H1-000110,held_aside,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,4316920,,audit_amount_unresolved,,1,0
INV-H1-000111,development,0,,correct,true_negative,False,,,3071279,3071279,exact,0,1,0
INV-H1-000112,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1462370,,audit_amount_unresolved,,1,0
INV-H1-000113,held_aside,0,,correct,true_negative,False,,,2172980,2172980,exact,0,1,0
INV-H1-000114,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1878330,,audit_amount_unresolved,,1,0
INV-H1-000115,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,3220280,,audit_amount_unresolved,,1,0
INV-H1-000116,development,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,2979088,,audit_amount_unresolved,,1,0
INV-H1-000117,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1754196,,audit_amount_unresolved,,1,0
INV-H1-000118,development,0,,correct,true_negative,False,,,2313500,2313500,exact,0,1,0
INV-H1-000119,development,0,,review,review_label_correct,True,,service_match_unresolved,4726611,,audit_amount_unresolved,,1,0
INV-H1-000120,held_aside,0,,correct,true_negative,False,,,1120950,1120950,exact,0,1,0
INV-H1-000121,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3190886,,audit_amount_unresolved,,1,0
INV-H1-000122,held_aside,0,,correct,true_negative,False,,,1717175,1717175,exact,0,1,0
INV-H1-000123,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,6219545,,audit_amount_unresolved,,1,0
INV-H1-000124,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,3563879,,audit_amount_unresolved,,1,0
INV-H1-000125,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3707573,,audit_amount_unresolved,,1,0
INV-H1-000126,development,0,,correct,true_negative,False,,,2743654,2743654,exact,0,1,0
INV-H1-000127,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3450277,,audit_amount_unresolved,,1,0
INV-H1-000128,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,3552483,,audit_amount_unresolved,,1,0
INV-H1-000129,development,0,,correct,true_negative,False,,,1630054,1630054,exact,0,1,0
INV-H1-000130,development,0,,correct,true_negative,False,,,5103553,5103553,exact,0,1,0
INV-H1-000131,development,0,,review,review_label_correct,True,,service_match_unresolved,952625,,audit_amount_unresolved,,1,0
INV-H1-000132,development,1,bundle_not_applied|unknown_service,erroneous,true_positive,True,unit_price,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,2454583,,audit_amount_unresolved,,1,0
INV-H1-000133,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review,1524655,,audit_amount_unresolved,,1,0
INV-H1-000134,development,0,,review,review_label_correct,True,,volume_discount_uncertain,4346902,,audit_amount_unresolved,,1,0
INV-H1-000135,held_aside,0,,review,review_label_correct,True,,service_match_unresolved,2124065,,audit_amount_unresolved,,1,0
INV-H1-000136,development,0,,correct,true_negative,False,,,2295200,2295200,exact,0,1,0
INV-H1-000137,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,5091453,,audit_amount_unresolved,,1,0
INV-H1-000138,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,3902623,,audit_amount_unresolved,,1,0
INV-H1-000139,held_aside,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,2570288,,audit_amount_unresolved,,1,0
INV-H1-000140,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1375954,,audit_amount_unresolved,,1,0
INV-H1-000141,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2651411,,audit_amount_unresolved,,1,0
INV-H1-000142,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2105775,,audit_amount_unresolved,,1,0
INV-H1-000143,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3916797,,audit_amount_unresolved,,1,0
INV-H1-000144,held_aside,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,5591925,,audit_amount_unresolved,,1,0
INV-H1-000145,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,3707925,,audit_amount_unresolved,,1,0
INV-H1-000146,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2709500,,audit_amount_unresolved,,1,0
INV-H1-000147,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2235997,,audit_amount_unresolved,,1,0
INV-H1-000148,held_aside,1,service_date_out_of_window,erroneous,true_positive,True,service_date,delivered_quantity_or_duplicate_identity_uncertain|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|volume_discount_uncertain,1322429,,audit_amount_unresolved,,1,0
INV-H1-000149,held_aside,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,1367397,,audit_amount_unresolved,,1,0
INV-H1-000150,development,0,,review,review_label_correct,True,,volume_discount_uncertain,4188767,,audit_amount_unresolved,,1,0
INV-H1-000151,development,1,unit_price_mismatch,erroneous,true_positive,True,line_amount|unit_price,volume_discount_uncertain,2141048,,audit_amount_unresolved,,1,0
INV-H1-000152,development,1,contract_number_mismatch|duplicate_invoice_id,erroneous,true_positive,True,contract_number|invoice_arithmetic|invoice_identifier|record_join|service_date,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|invalid_date_payability_requires_review|invoice_identifier_join_ambiguous|missing_or_ambiguous_invoice_join|missing_patient_context|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,1322245,,audit_amount_unresolved,,2,0
INV-H1-000153,development,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,4539542,,audit_amount_unresolved,,1,0
INV-H1-000154,held_aside,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review,2210575,,audit_amount_unresolved,,1,0
INV-H1-000156,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3777759,,audit_amount_unresolved,,1,0
INV-H1-000157,development,0,,correct,true_negative,False,,,2645175,2645175,exact,0,1,0
INV-H1-000158,development,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,3821275,,audit_amount_unresolved,,1,0
INV-H1-000159,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,2987202,,audit_amount_unresolved,,1,0
INV-H1-000160,held_aside,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,3094372,,audit_amount_unresolved,,1,0
INV-H1-000161,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,4172207,,audit_amount_unresolved,,1,0
INV-H1-000162,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3728407,,audit_amount_unresolved,,1,0
INV-H1-000163,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,1275816,,audit_amount_unresolved,,1,0
INV-H1-000164,development,0,,correct,true_negative,False,,,4678900,4678900,exact,0,1,0
INV-H1-000165,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|volume_discount_uncertain,2989711,,audit_amount_unresolved,,1,0
INV-H1-000166,development,0,,correct,true_negative,False,,,2630702,2630702,exact,0,1,0
INV-H1-000167,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,4403102,,audit_amount_unresolved,,1,0
INV-H1-000168,development,0,,correct,true_negative,False,,,1048375,1048375,exact,0,1,0
INV-H1-000169,development,0,,review,review_label_correct,True,,service_match_unresolved,3072015,,audit_amount_unresolved,,1,0
INV-H1-000170,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3948137,,audit_amount_unresolved,,1,0
INV-H1-000171,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1489231,,audit_amount_unresolved,,1,0
INV-H1-000172,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,4389721,,audit_amount_unresolved,,1,0
INV-H1-000173,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,2077822,,audit_amount_unresolved,,1,0
INV-H1-000174,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2182558,,audit_amount_unresolved,,1,0
INV-H1-000175,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,3583250,,audit_amount_unresolved,,1,0
INV-H1-000176,development,0,,review,review_label_correct,True,,service_match_unresolved,878150,,audit_amount_unresolved,,1,0
INV-H1-000177,development,0,,review,review_label_correct,True,,service_match_unresolved,3040275,,audit_amount_unresolved,,1,0
INV-H1-000178,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,1634893,,audit_amount_unresolved,,1,0
INV-H1-000179,development,1,service_date_out_of_window|unknown_service,erroneous,true_positive,True,service_date,delivered_quantity_or_duplicate_identity_uncertain|invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review|service_match_unresolved,2029698,,audit_amount_unresolved,,1,0
INV-H1-000180,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,2668790,,audit_amount_unresolved,,1,0
INV-H1-000181,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,3427391,,audit_amount_unresolved,,1,0
INV-H1-000182,development,0,,review,review_label_correct,True,,service_match_unresolved|volume_discount_uncertain,3604488,,audit_amount_unresolved,,1,0
INV-H1-000183,development,0,,review,review_label_correct,True,,exclusion_presence_uncertain|retention_or_payable_quantity_requires_review,2300536,,audit_amount_unresolved,,1,0
INV-H1-000184,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1557865,,audit_amount_unresolved,,1,0
INV-H1-000185,development,0,,correct,true_negative,False,,,1699725,1699725,exact,0,1,0
INV-H1-000186,development,1,line_total_arithmetic|volume_discount_incorrectly_applied,erroneous,true_positive,True,line_amount|line_arithmetic,volume_discount_uncertain,1959233,,audit_amount_unresolved,,1,0
INV-H1-000187,development,0,,review,review_label_correct,True,,service_match_unresolved,4412373,,audit_amount_unresolved,,1,0
INV-H1-000188,development,0,,review,review_label_correct,True,,volume_discount_uncertain,4634848,,audit_amount_unresolved,,1,0
INV-H1-000190,development,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review,1525575,,audit_amount_unresolved,,1,0
INV-H1-000191,held_aside,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review,1850955,,audit_amount_unresolved,,1,0
INV-H1-000192,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2836106,,audit_amount_unresolved,,1,0
INV-H1-000193,development,0,,correct,true_negative,False,,,1199225,1199225,exact,0,1,0
INV-H1-000194,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3257237,,audit_amount_unresolved,,1,0
INV-H1-000195,held_aside,0,,correct,true_negative,False,,,1936050,1936050,exact,0,1,0
INV-H1-000196,development,0,,review,review_label_correct,True,,delivered_quantity_or_duplicate_identity_uncertain|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved|volume_discount_uncertain,4653710,,audit_amount_unresolved,,1,0
INV-H1-000197,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,4641876,,audit_amount_unresolved,,1,0
INV-H1-000198,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1574800,,audit_amount_unresolved,,1,0
INV-H1-000199,development,0,,review,review_label_correct,True,,volume_discount_uncertain,3109476,,audit_amount_unresolved,,1,0
INV-H1-000200,development,0,,correct,true_negative,False,,,391940,391940,exact,0,1,0
INV-H1-000201,held_aside,1,bundle_not_applied|contract_number_mismatch,erroneous,true_positive,False,contract_number|invoice_amount|line_amount|unit_price,,2958995,2958995,exact,0,1,0
INV-H1-000202,development,0,,review,review_label_correct,True,,volume_discount_uncertain,1151081,,audit_amount_unresolved,,1,0
INV-H1-000203,development,0,,review,review_label_correct,True,,service_match_unresolved,1769315,,audit_amount_unresolved,,1,0
INV-H1-000204,development,0,,review,review_label_correct,True,,volume_discount_uncertain,5363858,,audit_amount_unresolved,,1,0
INV-H1-000205,development,0,,correct,true_negative,False,,,2828080,2828080,exact,0,1,0
INV-H1-000206,development,0,,correct,true_negative,False,,,3922525,3922525,exact,0,1,0
INV-H1-000207,development,0,,review,review_label_correct,True,,volume_discount_uncertain,4418544,,audit_amount_unresolved,,1,0
INV-H1-000208,held_aside,0,,review,review_label_correct,True,,volume_discount_uncertain,4283675,,audit_amount_unresolved,,1,0
INV-H1-000209,development,0,,correct,true_negative,False,,,2770297,2770297,exact,0,1,0
INV-H1-000210,development,0,,review,review_label_correct,True,,volume_discount_uncertain,2813386,,audit_amount_unresolved,,1,0
